media_v_viii,nota_finala_romana,nota_finala_matematica,media
9.85,8.40,7.25,7.82
9.85,8.50,7.85,8.17
9.85,8.60,8.15,8.37
9.85,8.70,7.45,8.07
9.85,8.75,8.85,8.80
9.85,8.80,9.25,9.02
9.85,8.90,9.05,8.97
9.85,9.00,7.20,8.10
9.85,9.05,9.05,9.05
9.85,9.10,9.40,9.25
9.85,9.20,8.50,8.85
9.85,9.25,9.00,9.12
9.85,9.30,9.15,9.22
9.85,9.35,9.15,9.25
9.85,9.40,9.55,9.47
9.85,9.50,8.30,8.90
9.85,9.55,9.20,9.37
9.85,9.65,9.25,9.45
9.85,9.80,7.85,8.82
9.85,9.90,9.75,9.82
9.86,7.10,7.60,7.35
9.86,7.60,7.50,7.55
9.86,8.00,7.80,7.90
9.86,8.15,8.60,8.37
9.86,8.30,8.55,8.42
9.86,8.45,7.00,7.72
9.86,8.50,8.85,8.67
9.86,8.60,9.00,8.80
9.86,8.75,7.30,8.02
9.86,8.85,8.40,8.62
9.86,8.95,7.10,8.02
9.86,9.00,8.30,8.65
9.86,9.05,8.75,8.90
9.86,9.10,9.30,9.20
9.86,9.20,8.35,8.77
9.86,9.20,9.45,9.32
9.86,9.30,7.80,8.55
9.86,9.35,8.60,8.97
9.86,9.40,8.80,9.10
9.86,9.45,9.20,9.32
9.86,9.50,9.25,9.37
9.86,9.60,8.20,8.90
9.86,9.70,8.80,9.25
9.86,9.80,9.15,9.47
9.87,6.65,7.90,7.27
9.87,7.45,6.70,7.07
9.87,7.75,8.40,8.07
9.87,8.00,6.20,7.10
9.87,8.20,8.10,8.15
9.87,8.30,9.45,8.87
9.87,8.45,6.60,7.52
9.87,8.50,9.45,8.97
9.87,8.65,6.50,7.57
9.87,8.70,8.40,8.55
9.87,8.80,7.95,8.37
9.87,8.85,9.10,8.97
9.87,8.90,9.75,9.32
9.87,9.00,7.80,8.40
9.87,9.05,9.20,9.12
9.87,9.10,9.20,9.15
9.87,9.20,8.15,8.67
9.87,9.25,8.45,8.85
9.87,9.30,8.80,9.05
9.87,9.35,9.20,9.27
9.87,9.40,9.55,9.47
9.87,9.45,9.70,9.57
9.87,9.55,9.20,9.37
9.87,9.60,9.35,9.47
9.87,9.70,9.25,9.47
9.87,9.80,9.65,9.72
9.88,6.65,5.00,5.82
9.88,7.50,8.05,7.77
9.88,7.85,7.70,7.77
9.88,8.15,7.50,7.82
9.88,8.30,8.25,8.27
9.88,8.40,9.50,8.95
9.88,8.55,7.10,7.82
9.88,8.60,8.45,8.52
9.88,8.70,8.25,8.47
9.88,8.75,9.25,9.00
9.88,8.85,8.85,8.85
9.88,8.90,8.80,8.85
9.88,9.00,7.80,8.40
9.88,9.05,7.15,8.10
9.88,9.10,8.70,8.90
9.88,9.20,8.50,8.85
9.88,9.25,9.05,9.15
9.88,9.30,8.95,9.12
9.88,9.35,9.15,9.25
9.88,9.40,9.05,9.22
9.88,9.45,9.15,9.30
9.88,9.50,9.25,9.37
9.88,9.60,8.45,9.02
9.88,9.65,9.00,9.32
9.88,9.70,9.45,9.57
9.88,9.80,8.95,9.37
9.89,6.30,8.20,7.25
9.89,7.45,8.10,7.77
9.89,7.85,8.80,8.32
9.89,8.05,8.70,8.37
9.89,8.25,8.50,8.37
9.89,8.40,9.25,8.82
9.89,8.50,9.60,9.05
9.89,8.65,8.55,8.60
9.89,8.75,8.95,8.85
9.89,8.85,7.95,8.40
9.89,8.95,7.40,8.17
9.89,9.00,8.90,8.95
9.89,9.10,7.90,8.50
9.89,9.15,8.70,8.92
9.89,9.20,9.10,9.15
9.89,9.25,9.40,9.32
9.89,9.35,7.20,8.27
9.89,9.40,8.55,8.97
9.89,9.45,7.45,8.45
9.89,9.50,9.15,9.32
9.89,9.55,9.20,9.37
9.89,9.60,9.35,9.47
9.89,9.65,9.55,9.60
9.89,9.75,8.95,9.35
9.89,9.80,9.85,9.82
9.90,5.85,8.15,7.00
9.90,7.45,9.30,8.37
9.90,7.85,7.05,7.45
9.90,8.10,7.25,7.67
9.90,8.25,8.85,8.55
9.90,8.40,8.85,8.62
9.90,8.50,8.90,8.70
9.90,8.60,9.15,8.87
9.90,8.70,8.20,8.45
9.90,8.75,9.65,9.20
9.90,8.85,8.70,8.77
9.90,8.90,9.10,9.00
9.90,9.00,7.30,8.15
9.90,9.05,8.50,8.77
9.90,9.10,8.90,9.00
9.90,9.15,8.65,8.90
9.90,9.20,9.10,9.15
9.90,9.25,9.25,9.25
9.90,9.30,9.55,9.42
9.90,9.35,9.40,9.37
9.90,9.45,6.85,8.15
9.90,9.45,9.70,9.57
9.90,9.55,8.40,8.97
9.90,9.60,9.05,9.32
9.90,9.65,9.75,9.70
9.90,9.75,9.20,9.47
9.90,9.90,8.55,9.22
9.91,7.15,6.90,7.02
9.91,7.70,8.10,7.90
9.91,7.90,7.45,7.67
9.91,8.10,7.90,8.00
9.91,8.25,8.65,8.45
9.91,8.40,8.45,8.42
9.91,8.45,9.00,8.72
9.91,8.60,7.00,7.80
9.91,8.70,8.35,8.52
9.91,8.80,7.00,7.90
9.91,8.85,8.30,8.57
9.91,8.90,8.40,8.65
9.91,8.95,8.35,8.65
9.91,9.00,8.60,8.80
9.91,9.05,8.55,8.80
9.91,9.10,7.95,8.52
9.91,9.15,7.45,8.30
9.91,9.20,6.00,7.60
9.91,9.25,7.90,8.57
9.91,9.25,9.65,9.45
9.91,9.30,9.15,9.22
9.91,9.35,9.00,9.17
9.91,9.35,10.00,9.67
9.91,9.40,9.35,9.37
9.91,9.45,9.20,9.32
9.91,9.50,9.20,9.35
9.91,9.55,9.05,9.30
9.91,9.60,8.90,9.25
9.91,9.65,8.75,9.20
9.91,9.70,9.15,9.42
9.91,9.75,9.15,9.45
9.91,9.80,9.60,9.70
9.91,9.95,9.50,9.72
9.92,7.50,7.50,7.50
9.92,7.80,8.20,8.00
9.92,8.05,9.05,8.55
9.92,8.25,7.75,8.00
9.92,8.40,8.65,8.52
9.92,8.55,9.00,8.77
9.92,8.70,7.95,8.32
9.92,8.80,8.05,8.42
9.92,8.85,9.15,9.00
9.92,8.95,8.45,8.70
9.92,9.00,9.30,9.15
9.92,9.10,6.05,7.57
9.92,9.15,8.45,8.80
9.92,9.20,8.55,8.87
9.92,9.25,9.00,9.12
9.92,9.30,8.85,9.07
9.92,9.35,8.40,8.87
9.92,9.40,8.50,8.95
9.92,9.45,8.80,9.12
9.92,9.50,9.10,9.30
9.92,9.55,9.15,9.35
9.92,9.60,9.05,9.32
9.92,9.65,9.20,9.42
9.92,9.70,9.50,9.60
9.92,9.80,8.85,9.32
9.92,9.90,9.20,9.55
9.93,7.40,7.60,7.50
9.93,7.95,7.60,7.77
9.93,8.20,7.40,7.80
9.93,8.40,8.20,8.30
9.93,8.60,7.95,8.27
9.93,8.70,8.50,8.60
9.93,8.80,8.90,8.85
9.93,8.90,8.85,8.87
9.93,8.95,9.65,9.30
9.93,9.10,6.30,7.70
9.93,9.15,8.30,8.72
9.93,9.20,7.40,8.30
9.93,9.25,8.50,8.87
9.93,9.30,9.05,9.17
9.93,9.35,9.70,9.52
9.93,9.45,8.60,9.02
9.93,9.50,9.05,9.27
9.93,9.55,9.20,9.37
9.93,9.60,9.45,9.52
9.93,9.65,9.75,9.70
9.93,9.75,9.25,9.50
9.93,9.90,8.55,9.22
9.94,6.85,7.45,7.15
9.94,7.70,7.30,7.50
9.94,8.00,7.70,7.85
9.94,8.25,6.85,7.55
9.94,8.35,8.40,8.37
9.94,8.50,7.80,8.15
9.94,8.60,7.50,8.05
9.94,8.65,9.05,8.85
9.94,8.75,9.25,9.00
9.94,8.85,9.15,9.00
9.94,8.95,7.70,8.32
9.94,9.00,8.50,8.75
9.94,9.05,8.60,8.82
9.94,9.10,8.45,8.77
9.94,9.15,7.40,8.27
9.94,9.15,9.50,9.32
9.94,9.20,9.70,9.45
9.94,9.25,9.25,9.25
9.94,9.30,9.10,9.20
9.94,9.35,8.75,9.05
9.94,9.40,8.60,9.00
9.94,9.45,7.70,8.57
9.94,9.45,9.55,9.50
9.94,9.50,9.10,9.30
9.94,9.55,9.20,9.37
9.94,9.60,9.25,9.42
9.94,9.65,8.70,9.17
9.94,9.70,8.95,9.32
9.94,9.75,9.25,9.50
9.94,9.80,9.65,9.72
9.94,9.90,8.70,9.30
9.94,10.00,9.20,9.60
9.95,7.55,5.25,6.40
9.95,7.90,8.55,8.22
9.95,8.20,8.00,8.10
9.95,8.35,9.70,9.02
9.95,8.50,8.85,8.67
9.95,8.65,8.20,8.42
9.95,8.75,7.95,8.35
9.95,8.80,8.80,8.80
9.95,8.90,7.80,8.35
9.95,8.95,8.35,8.65
9.95,9.00,9.10,9.05
9.95,9.05,9.00,9.02
9.95,9.10,9.15,9.12
9.95,9.15,8.70,8.92
9.95,9.20,7.50,8.35
9.95,9.20,9.60,9.40
9.95,9.25,9.10,9.17
9.95,9.30,9.10,9.20
9.95,9.35,8.90,9.12
9.95,9.40,7.95,8.67
9.95,9.40,9.30,9.35
9.95,9.45,8.70,9.07
9.95,9.50,8.40,8.95
9.95,9.50,9.45,9.47
9.95,9.55,9.40,9.47
9.95,9.60,8.75,9.17
9.95,9.65,8.65,9.15
9.95,9.65,9.65,9.65
9.95,9.70,9.25,9.47
9.95,9.75,9.25,9.50
9.95,9.80,8.90,9.35
9.95,9.85,9.20,9.52
9.95,9.90,9.90,9.90
9.95,10.00,9.80,9.90
9.96,8.05,7.40,7.72
9.96,8.45,9.05,8.75
9.96,8.75,9.25,9.00
9.96,8.90,8.60,8.75
9.96,9.00,9.65,9.32
9.96,9.10,9.35,9.22
9.96,9.20,9.25,9.22
9.96,9.30,9.20,9.25
9.96,9.40,8.95,9.17
9.96,9.50,8.90,9.20
9.96,9.55,9.20,9.37
9.96,9.65,7.95,8.80
9.96,9.70,9.20,9.45
9.96,9.80,9.10,9.45
9.96,9.95,8.65,9.30
9.97,7.55,6.70,7.12
9.97,7.95,9.45,8.70
9.97,8.15,9.20,8.67
9.97,8.35,9.65,9.00
9.97,8.50,8.80,8.65
9.97,8.60,8.35,8.47
9.97,8.70,8.10,8.40
9.97,8.75,9.05,8.90
9.97,8.85,8.65,8.75
9.97,8.90,9.55,9.22
9.97,9.00,6.55,7.77
9.97,9.05,7.95,8.50
9.97,9.10,8.65,8.87
9.97,9.15,8.20,8.67
9.97,9.15,9.40,9.27
9.97,9.20,8.70,8.95
9.97,9.25,7.80,8.52
9.97,9.25,9.15,9.20
9.97,9.30,8.80,9.05
9.97,9.30,9.65,9.47
9.97,9.35,9.55,9.45
9.97,9.40,9.15,9.27
9.97,9.45,8.95,9.20
9.97,9.50,8.25,8.87
9.97,9.50,9.30,9.40
9.97,9.55,8.85,9.20
9.97,9.55,9.60,9.57
9.97,9.60,8.95,9.27
9.97,9.65,7.10,8.37
9.97,9.65,9.60,9.62
9.97,9.70,9.05,9.37
9.97,9.75,8.30,9.02
9.97,9.75,9.70,9.72
9.97,9.80,9.75,9.77
9.97,9.90,8.45,9.17
9.97,9.90,9.80,9.85
9.98,6.75,6.55,6.65
9.98,7.90,8.80,8.35
9.98,8.20,8.05,8.12
9.98,8.40,8.85,8.62
9.98,8.55,8.20,8.37
9.98,8.70,8.10,8.40
9.98,8.75,9.10,8.92
9.98,8.85,7.65,8.25
9.98,8.90,8.45,8.67
9.98,8.95,8.70,8.82
9.98,9.00,8.95,8.97
9.98,9.05,8.50,8.77
9.98,9.10,8.70,8.90
9.98,9.15,8.80,8.97
9.98,9.20,8.55,8.87
9.98,9.20,9.70,9.45
9.98,9.25,9.35,9.30
9.98,9.30,8.60,8.95
9.98,9.30,9.30,9.30
9.98,9.35,8.90,9.12
9.98,9.35,9.60,9.47
9.98,9.40,8.95,9.17
9.98,9.40,9.55,9.47
9.98,9.45,8.85,9.15
9.98,9.45,9.50,9.47
9.98,9.50,9.00,9.25
9.98,9.50,9.40,9.45
9.98,9.55,8.45,9.00
9.98,9.55,9.35,9.45
9.98,9.60,8.30,8.95
9.98,9.60,9.35,9.47
9.98,9.65,8.50,9.07
9.98,9.65,9.35,9.50
9.98,9.70,8.90,9.30
9.98,9.70,9.65,9.67
9.98,9.75,9.10,9.42
9.98,9.75,9.55,9.65
9.98,9.80,9.15,9.47
9.98,9.85,8.45,9.15
9.98,9.85,9.70,9.77
9.98,9.90,9.55,9.72
9.98,9.95,9.75,9.85
9.98,10.00,9.75,9.87
9.99,8.60,7.70,8.15
9.99,9.05,8.05,8.55
9.99,9.35,9.10,9.22
9.99,9.50,9.60,9.55
9.99,9.70,7.80,8.75
9.99,9.95,9.55,9.75
10.00,7.50,7.05,7.27
10.00,7.85,9.10,8.47
10.00,8.10,7.95,8.02
10.00,8.20,9.00,8.60
10.00,8.30,9.60,8.95
10.00,8.40,9.25,8.82
10.00,8.50,8.65,8.57
10.00,8.55,9.05,8.80
10.00,8.60,9.35,8.97
10.00,8.70,8.45,8.57
10.00,8.75,7.95,8.35
10.00,8.75,9.30,9.02
10.00,8.80,8.70,8.75
10.00,8.85,7.95,8.40
10.00,8.85,9.65,9.25
10.00,8.90,9.10,9.00
10.00,8.95,8.85,8.90
10.00,8.95,9.70,9.32
10.00,9.00,9.05,9.02
10.00,9.00,9.55,9.27
10.00,9.05,8.50,8.77
10.00,9.05,9.20,9.12
10.00,9.10,7.35,8.22
10.00,9.10,8.85,8.97
10.00,9.10,9.30,9.20
10.00,9.15,7.65,8.40
10.00,9.15,8.95,9.05
10.00,9.15,9.25,9.20
10.00,9.20,7.55,8.37
10.00,9.20,8.85,9.02
10.00,9.20,9.25,9.22
10.00,9.20,9.50,9.35
10.00,9.25,8.50,8.87
10.00,9.25,9.00,9.12
10.00,9.25,9.25,9.25
10.00,9.25,9.55,9.40
10.00,9.30,8.05,8.67
10.00,9.30,9.00,9.15
10.00,9.30,9.35,9.32
10.00,9.30,9.60,9.45
10.00,9.35,8.65,9.00
10.00,9.35,9.10,9.22
10.00,9.35,9.30,9.32
10.00,9.35,9.55,9.45
10.00,9.40,8.35,8.87
10.00,9.40,9.00,9.20
10.00,9.40,9.25,9.32
10.00,9.40,9.50,9.45
10.00,9.40,9.75,9.57
10.00,9.45,7.80,8.62
10.00,9.45,9.00,9.22
10.00,9.45,9.20,9.32
10.00,9.45,9.40,9.42
10.00,9.45,9.65,9.55
10.00,9.50,8.30,8.90
10.00,9.50,9.05,9.27
10.00,9.50,9.20,9.35
10.00,9.50,9.35,9.42
10.00,9.50,9.55,9.52
10.00,9.50,9.75,9.62
10.00,9.55,8.15,8.85
10.00,9.55,8.85,9.20
10.00,9.55,9.15,9.35
10.00,9.55,9.35,9.45
10.00,9.55,9.50,9.52
10.00,9.55,9.65,9.60
10.00,9.55,9.85,9.70
10.00,9.60,8.85,9.22
10.00,9.60,9.10,9.35
10.00,9.60,9.30,9.45
10.00,9.60,9.45,9.52
10.00,9.60,9.65,9.62
10.00,9.60,9.80,9.70
10.00,9.65,8.55,9.10
10.00,9.65,9.00,9.32
10.00,9.65,9.15,9.40
10.00,9.65,9.35,9.50
10.00,9.65,9.45,9.55
10.00,9.65,9.55,9.60
10.00,9.65,9.75,9.70
10.00,9.70,8.45,9.07
10.00,9.70,9.10,9.40
10.00,9.70,9.25,9.47
10.00,9.70,9.40,9.55
10.00,9.70,9.55,9.62
10.00,9.70,9.65,9.67
10.00,9.70,9.80,9.75
10.00,9.75,8.65,9.20
10.00,9.75,9.15,9.45
10.00,9.75,9.35,9.55
10.00,9.75,9.50,9.62
10.00,9.75,9.65,9.70
10.00,9.75,9.80,9.77
10.00,9.80,8.60,9.20
10.00,9.80,9.20,9.50
10.00,9.80,9.35,9.57
10.00,9.80,9.50,9.65
10.00,9.80,9.70,9.75
10.00,9.80,9.80,9.80
10.00,9.85,8.80,9.32
10.00,9.85,9.25,9.55
10.00,9.85,9.45,9.65
10.00,9.85,9.60,9.72
10.00,9.85,9.80,9.82
10.00,9.90,8.65,9.27
10.00,9.90,9.25,9.57
10.00,9.90,9.50,9.70
10.00,9.90,9.75,9.82
10.00,9.95,8.80,9.37
10.00,9.95,9.55,9.75
10.00,10.00,8.80,9.40
10.00,10.00,9.30,9.65
10.00,10.00,9.50,9.75
10.00,10.00,9.65,9.82
10.00,10.00,9.80,9.90
